CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
47.509.120/0001-82;2021-12-31;2;BRADESCO LEASING S.A. ARREND MERCANTIL;24;0;24;0;0;0
47.960.950/0001-21;2021-12-31;1;MAGAZINE LUIZA S.A.;6748926848;0;6748926848;83408504;0;83408504
49.263.189/0001-02;2021-12-31;1;HELBOR EMPREENDIMENTOS S.A.;133851;0;133851;1157;0;1157
49.669.856/0001-43;2021-12-31;1;VESTE S.A. ESTILO;68851;0;68851;0;0;0
50.564.053/0001-03;2021-12-31;1;BOMBRIL S.A.;137615;122894;260509;0;0;0
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;1874070932;0;1874070932;5440772;0;5440772
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;245756;0;245756;0;0;0
51.128.999/0001-90;2021-12-31;1;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;127944;0;127944;110;0;110
51.218.147/0001-93;2021-12-31;2;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;176611578;0;176611578;478493;0;478493
51.466.860/0001-56;2021-03-31;1;SAO MARTINHO S.A.;354011329;0;354011329;7636263;0;7636263
51.928.174/0001-50;2021-12-31;1;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;12425;0;12425;0;0;0
52.123.916/0001-32;2021-12-31;1;DORI ALIMENTOS S.A.;1000000;0;1000000;0;0;0
52.548.435/0001-79;2021-12-31;3;JSL S.A.;286431078;0;286431078;1703235;0;1703235
53.113.791/0001-22;2021-12-31;1;TOTVS S.A.;617183181;0;617183181;9104876;0;9104876
56.444.250/0001-75;2021-12-31;1;HAUSCENTER SA;2327;0;2327;0;0;0
56.643.018/0001-66;2021-12-31;1;EUCATEX S.A. INDUSTRIA E COMERCIO;31258;61361;92619;0;426;426
56.720.428/0001-63;2021-12-31;2;ROMI S.A.;73333922;0;73333922;0;0;0
56.992.423/0001-90;2021-12-31;1;BICICLETAS MONARK S.A.;454750;0;454750;0;0;0
58.119.199/0001-51;2021-12-31;1;ODONTOPREV S.A.;531294792;0;531294792;14507698;0;14507698
58.430.828/0001-60;2021-12-31;1;BLAU FARMACÊUTICA S.A.;179393939;0;179393939;0;0;0
59.105.999/0001-86;2021-12-31;1;WHIRLPOOL S.A.;1028701;474085;1502786;0;0;0
59.285.411/0001-13;2021-12-31;2;BCO PAN S.A.;657560635;547495486;1205056121;0;0;0
59.418.806/0001-47;2021-12-31;3;TRACK & FIELD CO S.A.;877251375;71992864;949244239;0;3012703;3012703
59.717.553/0001-02;2021-12-31;1;GRUPO MULTI S.A.;820539225;0;820539225;7891885;0;7891885
59.789.545/0001-71;2021-12-31;1;POLPAR S.A.;34;40;74;0;0;0
59.981.829/0001-65;2021-12-31;1;RODOBENS SA;548920372;407374120;956294492;0;2489004;2489004
60.398.369/0004-79;2021-12-31;1;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;43403849;0;43403849;1441;0;1441
60.444.437/0001-46;2021-12-31;1;LIGHT SERVICOS DE ELETRICIDADE S.A.;489146367202;0;489146367202;0;0;0
60.476.884/0001-87;2021-12-31;3;MAHLE-METAL LEVE S.A.;128308500;0;128308500;0;0;0
60.500.139/0001-26;2021-12-31;1;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;672;1140;1812;0;0;0
60.537.263/0001-66;2021-12-31;2;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;209231726;0;209231726;0;0;0
60.543.816/0001-93;2021-12-31;2;IGUATEMI S.A.;764687130;361358700;1126045830;16700;0;16700
60.637.238/0001-54;2021-12-31;1;BLUE TECH SOLUTIONS EQI S.A.;6692264;13384380;20076644;0;0;0
60.651.809/0001-05;2021-12-31;1;SUZANO HOLDING S.A.;75034;97893;172927;0;0;0
60.665.981/0001-18;2021-12-31;1;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;636636857;0;636636857;0;0;0
60.730.348/0001-66;2021-12-31;2;CIA MELHORAMENTOS DE SAO PAULO;5631;773;6404;2;4;6
60.746.948/0001-12;2021-12-31;2;BCO BRADESCO S.A.;4870579;4848500;9719079;17494;12051;29545
60.770.336/0001-65;2021-12-31;1;BCO ALFA DE INVESTIMENTO S.A.;53482129;35118455;88600584;68300;0;68300
60.840.055/0001-31;2021-12-31;1;FLEURY S.A.;317943996;0;317943996;975233;0;975233
60.851.615/0001-53;2021-12-31;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;607192;992808;1600000;0;0;0
60.872.504/0001-23;2021-12-31;1;ITAU UNIBANCO HOLDING S.A.;4958290;4845845;9804135;0;24245;24245
60.884.319/0001-59;2021-12-31;1;NORDON INDUSTRIAS METALURGICAS S.A.;6621;0;6621;0;0;0
60.894.730/0001-05;2021-12-31;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;705260684;547818424;1253079108;2526656;19609792;22136448
60.933.603/0001-78;2021-12-31;1;CESP - CIA ENERGETICA DE SAO PAULO;109168;218335;327503;26;87;113
61.022.042/0001-18;2021-12-31;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;124040;248079;372119;0;0;0
61.065.298/0001-02;2021-12-31;1;MANGELS INDUSTRIAL S.A.;2067243;3715969;5783212;0;0;0
61.065.751/0001-80;2021-12-31;1;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;17153337;0;17153337;245081;0;245081
61.079.117/0001-05;2021-12-31;3;ALPARGATAS S.A.;302010689;286051533;588062222;32;8980162;8980194
61.080.313/0001-91;2021-12-31;2;COBRASMA S.A.;403041;622808;1025849;0;0;0
61.082.004/0001-50;2021-12-31;2;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;269;539;808;0;0;0
61.088.894/0001-08;2021-12-31;1;CAMBUCI S.A.;42275080;0;42275080;0;0;0
61.092.037/0001-81;2021-12-31;2;ETERNIT S.A.;61777;0;61777;10;0;10
61.156.113/0001-75;2021-12-31;1;IOCHPE MAXION S.A.;153720;0;153720;1350;0;1350
61.156.931/0001-78;2021-12-31;1;SIDERURGICA J. L. ALIPERTI S.A.;6250;12345;18595;0;380;380
61.186.680/0001-74;2021-12-31;1;BANCO BMG S/A;372696198;210536213;583232411;0;51107;51107
61.186.680/0001-74;2021-12-31;1;BANCO BMG S/A;372696198;210536213;583232411;0;51107;51107
61.189.288/0001-89;2021-12-31;1;MARISA LOJAS S.A.;261667;0;261667;169;0;169
61.190.096/0001-92;2021-12-31;1;EUROFARMA LABORATÓRIOS S.A.;858714812;0;858714812;0;0;0
61.351.532/0001-68;2021-12-31;2;AZEVEDO E TRAVASSOS S.A.;18150000;36300000;54450000;0;0;0
61.374.161/0001-30;2021-12-31;2;BAUMER S.A.;4900000;4900000;9800000;11890;3600;15490
61.409.892/0001-73;2021-12-31;2;COMPANHIA BRASILEIRA DE ALUMÍNIO;595833333;0;595833333;0;0;0
61.486.650/0001-83;2021-12-31;2;DIAGNOSTICOS DA AMERICA S.A.;560510880;0;560510880;91666;0;91666
61.532.644/0001-15;2021-12-31;1;ITAÚSA S.A.;3034330;5797026;8831356;0;8400;8400
61.584.140/0001-49;2021-12-31;2;REDE ENERGIA PARTICIPAÇÕES S.A.;2110323374;0;2110323374;0;0;0
61.585.865/0001-51;2021-12-31;1;RAIA DROGASIL S.A.;1651930000;0;1651930000;4770375;0;4770375
61.695.227/0001-93;2021-12-31;1;ELETROPAULO METROP. ELET. SAO PAULO S.A.;197467;0;0;0;0;0
61.856.571/0001-17;2021-12-31;1;CIA GAS DE SAO PAULO - COMGAS;103862768;28657819;132520587;0;0;0
62.002.886/0001-60;2021-12-31;3;SAO PAULO TURISMO S.A.;8407;136;8543;0;1;1
62.070.362/0001-06;2021-12-31;1;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;7911;0;7911;0;0;0
62.144.175/0001-20;2021-12-31;2;BCO PINE S.A;75577842;72579922;148157764;0;0;0
62.232.889/0001-90;2021-12-31;2;BCO DAYCOVAL S.A.;1323471042;567201876;1890672918;0;0;0
62.258.884/0001-36;2021-12-31;1;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;411597545;0;411597545;0;0;0
62.307.848/0001-15;2021-12-31;2;BANCO RCI BRASIL S.A.;202512;201941;404453;0;0;0
62.984.091/0001-02;2021-12-31;1;CRUZEIRO DO SUL EDUCACIONAL S.A.;381822240;0;0;0;0;0
64.904.295/0001-03;2021-02-28;1;CAMIL ALIMENTOS S.A.;370000000;0;370000000;3706600;0;3706600
65.654.303/0001-73;2021-12-31;3;DIBENS LEASING S.A. - ARREND.MERCANTIL;1504997;0;1504997;0;0;0
67.010.660/0001-24;2021-12-31;1;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;43770;0;43770;1567;0;1567
67.571.414/0001-41;2021-12-31;1;VIVER INCORPORADORA E CONSTRUTORA S.A.;142903;0;0;0;0;0
67.620.377/0001-14;2021-12-31;1;MINERVA S.A.;606700828;0;606700828;23053200;0;23053200
68.400.225/0001-79;2021-06-30;1;CLARANET TECHNOLOGY S.A.;712457;0;712457;0;0;0
71.208.516/0001-74;2021-12-31;1;ALGAR TELECOM S/A;295020;0;295020;573;0;573
71.476.527/0001-35;2021-12-31;2;CONSTRUTORA TENDA S.A.;104344;0;104344;8086;0;8086
71.673.990/0001-77;2021-12-31;2;NATURA COSMETICOS S.A.;920205;0;920205;0;0;0
73.178.600/0001-18;2021-12-31;1;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;399743;0;399743;15239;0;15239
73.903.718/0001-61;2021-12-31;1;SNB PARTICIPACOES SA;2902487;0;2902487;0;0;0
75.315.333/0001-09;2021-12-31;2;ATACADÃO S.A.;1985339550;0;1985339550;0;0;0
75.609.123/0001-23;2021-12-31;2;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;469839012;0;469839012;0;0;0
76.483.817/0001-20;2021-12-31;1;CIA PARANAENSE DE ENERGIA - COPEL;1054090460;1682463290;2736553750;0;0;0
76.484.013/0001-45;2021-12-31;1;CIA SANEAMENTO DO PARANA - SANEPAR;503735259;1007470260;1511205519;0;0;0
76.535.764/0001-43;2021-12-31;1;OI S.A. - EM RECUPERAÇÃO JUDICIAL;6440497;157727;6598224;644050;1812;645862
76.627.504/0001-06;2021-12-31;1;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;103546;63136;166682;0;0;0
79.430.682/0001-22;2021-12-31;1;FARMÁCIA E DROGARIA NISSEI S.A.;152042534;0;152042534;0;0;0
80.227.184/0001-66;2021-12-31;1;METALGRAFICA IGUACU S.A.;80448;160896;241344;0;0;0
80.680.093/0001-81;2021-12-31;1;SENIOR SISTEMAS S.A.;1269683;0;1269683;28012;0;28012
81.243.735/0001-48;2021-12-31;2;POSITIVO TECNOLOGIA S.A.;141800;0;141800;2022;0;2022
82.120.676/0001-83;2021-12-31;1;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;130000000;0;130000000;0;0;0
82.508.433/0001-17;2021-12-31;1;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;436887780;438072631;874960411;0;0;0
82.636.986/0001-55;2021-12-31;1;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;168;335;503;0;0;0
82.640.558/0001-04;2021-12-31;1;KARSTEN S.A.;2878;3327;6205;0;0;0
82.643.537/0001-34;2021-12-31;1;ELECTRO ACO ALTONA S.A.;9750;12750;22500;0;0;0
82.901.000/0001-27;2021-12-31;3;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;327611110;0;327611110;0;0;0
82.981.929/0001-03;2021-12-31;1;CIA INDUSTRIAL SCHLOSSER S.A.;480;480;960;0;0;0
82.982.075/0001-80;2021-12-31;1;TEXTIL RENAUXVIEW S.A.;1456;2803;4259;0;0;0
83.475.913/0001-91;2021-12-31;1;PBG S/A;147530;0;147530;6543;0;6543
83.878.892/0001-55;2021-12-31;1;CENTRAIS ELET DE SANTA CATARINA S.A.;15527;23044;38571;0;0;0
84.429.695/0001-11;2021-12-31;1;WEG S.A.;4197317998;0;4197317998;1306348;0;1306348
84.683.374/0001-49;2021-12-31;1;TUPY S.A.;144178;0;144178;0;0;0
84.683.408/0001-03;2021-12-31;1;DOHLER S.A.;54467820;21177465;75645285;0;0;0
84.683.671/0001-94;2021-12-31;1;WETZEL S.A.;686;1372;2058;0;0;0
84.684.455/0001-63;2021-12-31;1;TIGRE S.A. PARTICIPAÇÕES;11363048;0;11363048;0;0;0
84.693.183/0001-68;2021-12-31;1;SCHULZ S.A.;76346382;102341008;178687390;15120;161822;176942
85.041.333/0001-11;2021-12-31;1;PORTO PONTA DO FELIX S/A;85937;145450;231387;0;0;0
85.778.074/0001-06;2021-12-31;1;METALURGICA RIOSULENSE S.A.;3430000;2400000;5830000;0;0;0
86.375.425/0001-09;2021-12-31;1;METISA METALURGICA TIMBOENSE S.A.;4212530;4924733;9137263;0;347533;347533
86.550.951/0001-50;2021-12-31;1;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2053606;0;2053606;0;0;0
87.043.832/0001-73;2021-12-31;1;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;8573186;10491038;19064224;0;0;0
87.456.562/0001-22;2021-12-31;1;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;10451;131;10582;0;0;0
87.762.563/0001-03;2021-12-31;1;CIA HABITASUL DE PARTICIPACOES;3152764;5980923;9133687;0;0;0
87.870.952/0001-44;2021-12-31;1;BORRACHAS VIPAL S.A.;331684;0;331684;0;0;0
88.610.126/0001-29;2021-12-31;1;FRAS-LE S.A.;217566;0;217566;3000;0;3000
88.610.191/0001-54;2021-12-31;1;MUNDIAL S.A. - PRODUTOS DE CONSUMO;2480260;0;2480260;780;0;780
88.611.835/0001-29;2021-12-31;1;MARCOPOLO S.A.;341625744;605267138;946892882;0;7057813;7057813
88.613.658/0001-10;2021-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;16016924;32029564;48046488;0;0;0
89.086.144/0001-16;2021-12-31;1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;116516;212815;329331;0;0;0
89.096.457/0001-55;2021-12-31;1;SLC AGRICOLA S.A.;212422599;0;212422599;4625621;0;4625621
89.463.822/0001-12;2021-12-31;1;LUPATECH S.A;29116703;0;29116703;0;0;0
89.637.490/0001-45;2021-12-31;3;KLABIN S.A.;2081728595;3536164161;5617892756;25140398;100561592;125701990
89.723.993/0001-33;2021-12-31;1;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;7490;5110;12600;0;0;0
89.850.341/0001-60;2021-12-31;1;GRENDENE S.A.;902160;0;902160;206;0;206
90.076.886/0001-40;2021-12-31;1;MINUPAR PARTICIPACOES S.A.;7100;0;7100;0;0;0
90.400.888/0001-42;2021-12-31;2;BCO SANTANDER (BRASIL) S.A.;3818695;3679836;7498531;15755;15755;31510
90.441.460/0001-48;2021-12-31;1;UNICASA INDÚSTRIA DE MÓVEIS S.A.;66086364;0;66086364;0;0;0
91.333.666/0001-17;2021-12-31;1;RECRUSUL S.A.;25409;50414;75823;0;0;0
91.669.747/0001-92;2021-12-31;1;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;913;0;913;2;0;2
91.983.056/0001-69;2021-12-31;1;KEPLER WEBER S.A.;30351;0;30351;344;0;344
92.012.467/0001-70;2021-12-31;1;GRAZZIOTIN S.A.;8091371;11505332;19596703;19800;260600;280400
92.660.570/0001-26;2021-12-31;1;TREVISA INVESTIMENTOS S.A.;2298;2898;5196;0;0;0
92.665.611/0001-77;2021-12-31;1;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;151028925;0;151028925;1849157;0;1849157
92.690.783/0001-09;2021-12-31;1;METALURGICA GERDAU S.A.;365111201;722132003;1087243204;0;6258200;6258200
92.693.019/0001-89;2021-12-31;1;PANATLANTICA S.A.;22907;1025;23932;0;0;0
92.702.067/0001-96;2021-12-31;2;BCO ESTADO DO RIO GRANDE DO SUL S.A.;205065;203909;408974;0;0;0
92.715.812/0001-31;2021-12-31;1;CPFL TRANSMISSÃO S.A.;9506875;151572;9658447;0;0;0
92.721.232/0001-57;2021-12-31;1;BANRISUL ARMAZENS GERAIS SA;700000;0;700000;0;0;0
92.749.225/0001-63;2021-12-31;1;HERCULES S.A. FABRICA DE TALHERES;171198;338801;509999;0;0;0
92.754.738/0001-62;2021-12-31;1;LOJAS RENNER S.A.;988779;0;988779;3159;0;3159
92.781.335/0001-02;2021-12-31;1;TAURUS ARMAS S.A.;46445314;71564231;118099545;0;0;0
92.791.243/0001-03;2021-12-31;1;IRANI PAPEL E EMBALAGEM S.A.;256720;0;256720;5166;0;5166
92.802.784/0001-90;2021-12-31;3;CIA RIOGRANDENSE DE SANEAMENTO;317619442;317619442;635238884;0;0;0
92.934.215/0001-06;2021-12-31;1;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAME;204487239;204487238;408974477;0;0;0
93.828.986/0001-73;2021-12-31;1;CEMEPE INVESTIMENTOS S.A.;454455;464440;918895;0;0;0
94.813.102/0001-70;2021-12-31;1;TRÊS TENTOS AGROINDUSTRIAL S/A;494118;0;494118;0;0;0
95.426.862/0001-97;2021-12-31;1;EXCELSIOR ALIMENTOS S.A.;2847;2375;5222;0;0;0
96.298.013/0001-68;2021-12-31;1;PACAEMBU CONSTRUTORA S.A.;129315845;0;129315845;0;0;0
96.418.264/0218-02;2021-12-31;1;LOJAS QUERO QUERO S.A.;187290;0;187290;0;0;0
97.191.902/0001-94;2021-12-31;1;CONSERVAS ODERICH S.A.;9858;1428;11286;0;0;0
97.837.181/0001-47;2021-12-31;1;DEXCO S.A.;760963;0;760963;6489;0;6489
