CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
18.174.270/0001-84;2021-12-31;2;DOTZ S.A.;132068352;0;132068352;0;0;0
18.328.118/0001-09;2021-12-31;2;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;458835692;0;458835692;0;0;0
18.483.666/0001-03;2021-12-31;1;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;87964800;0;87964800;35200;0;35200
18.494.485/0001-82;2021-12-31;1;PORTO SUDESTE V.M. S.A.;5333330970;0;5333330970;0;0;0
18.572.225/0001-88;2021-12-31;1;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;380000000;0;380000000;0;0;0
18.593.815/0001-97;2021-12-31;1;PRINER SERVIÇOS INDUSTRIAIS S.A.;38908257;0;38908257;800000;0;800000
18.903.785/0001-78;2021-12-31;1;HOLDING DO ARAGUAIA S.A.;612883;0;612883;0;0;0
19.014.221/0001-47;2021-12-31;1;CHINA THREE GORGES BRASIL ENERGIA S.A.;9926535041;0;9926535041;0;0;0
19.208.022/0001-70;2021-12-31;1;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;656000;0;656000;0;0;0
19.276.528/0001-16;2021-12-31;1;BCBF PARTICIPAÇÕES S.A.;5333080353;0;5333080353;0;0;0
19.296.342/0001-29;2021-12-31;1;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;574439;0;574439;36;0;36
19.378.769/0001-76;2021-12-31;1;INSTITUTO HERMES PARDINI S.A.;130979;0;130979;4139;0;4139
19.403.252/0001-90;2021-12-31;1;EMCCAMP RESIDENCIAL S.A.;51018519;0;51018519;0;0;0
19.521.322/0001-04;2021-12-31;1;CONCESSIONÁRIA ROTA DO OESTE S.A.;373082;0;373082;0;0;0
19.526.748/0001-50;2021-12-31;1;CIA INDUSTRIAL CATAGUASES;144;1;145;0;0;0
19.527.586/0001-75;2021-12-31;1;COMPANHIA ENERGÉTICA SINOP S/A;2234136;0;2234136;0;0;0
19.527.639/0001-58;2021-12-31;1;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;818607;0;818607;0;0;0
19.642.306/0001-70;2021-12-31;1;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;976000000;0;976000000;0;0;0
19.726.048/0001-00;2021-12-31;1;CONCESSIONÁRIA BR-040 S.A.;1658504281;0;1658504281;0;0;0
19.796.586/0001-70;2021-12-31;1;BRISANET PARTICIPAÇÕES S.A.;449094916;0;449094916;0;0;0
19.851.496/0001-35;2021-12-31;2;LOGOS COMPANHIA SECURITIZADORA S/A;1000;0;1000;0;0;0
20.247.322/0001-47;2021-12-31;2;ALLIED TECNOLOGIA S.A.;93221;0;93221;0;0;0
20.258.278/0001-70;2021-12-31;1;OUROFINO S.A.;53949006;0;53949006;181400;0;181400
20.451.953/0001-83;2021-12-31;1;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;501;0;501;0;0;0
20.512.706/0001-40;2021-12-31;1;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;738358699;0;738358699;1834105;0;1834105
20.514.555/0001-69;2021-12-31;1;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;196301000;0;196301000;0;0;0
20.514.590/0001-88;2021-12-31;1;ARGO V TRANSMISSÃO DE ENERGIA S.A.;225501000;0;225501000;0;0;0
21.110.778/0001-23;2021-12-31;1;OLIVEIRA TRUST S.A.;2346500;2346450;4692950;0;0;0
21.240.146/0001-84;2021-12-31;1;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;170824989;0;170824989;3395679;0;3395679
21.254.073/0001-80;2021-12-31;1;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;9116000;0;9116000;7530;0;7530
21.255.567/0001-89;2021-12-31;1;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;38041;73258;111299;0;0;0
21.262.638/0001-70;2021-12-31;2;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;21000;0;21000;0;0;0
21.314.559/0001-66;2021-12-31;2;MOVIDA PARTICIPACOES SA;362302086;0;362302086;986406;0;986406
21.331.849/0001-18;2021-12-31;1;CREDGRID SERVIÇOS FINANCEIROS S.A.;1605022;0;1605022;0;0;0
21.389.501/0001-81;2021-12-31;1;COMPASS GÁS E ENERGIA S.A.;628487690;85702405;714190095;0;0;0
21.414.457/0001-12;2021-12-31;1;LEADS CIA. SECURITIZADORA;1345000;0;1345000;0;0;0
21.610.416/0001-00;2021-12-31;1;FORTUNATO SECURITIZADORA S/A;50000;0;50000;0;0;0
21.728.083/0001-00;2021-12-31;1;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;476001000;0;476001000;0;0;0
21.948.105/0001-47;2021-12-31;1;BTGI QUARTZO PARTICIPAÇÕES S/A;800500;0;800500;0;0;0
21.976.484/0001-89;2021-12-31;1;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;6709000;0;6709000;0;0;0
21.976.510/0001-79;2021-12-31;1;BTGI SAFIRA PARTICIPAÇÕES S/A;800500;0;800500;0;0;0
22.163.297/0001-49;2021-12-31;1;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;147368;0;147368;0;0;0
22.261.473/0001-85;2021-12-31;1;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;407495;1760;409255;0;0;0
22.266.175/0001-88;2021-12-31;1;FERTILIZANTES HERINGER S.A.;53857284;0;53857284;0;0;0
22.495.265/0001-40;2021-12-31;1;SENECA COMPANHIA SECURITIZADORA;10000;0;10000;0;0;0
22.543.331/0001-00;2021-12-31;1;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;3000000;0;3000000;0;0;0
22.677.520/0001-76;2021-12-31;1;CIA TECIDOS NORTE DE MINAS COTEMINAS;13913;16723;30636;0;0;0
22.902.694/0001-95;2021-12-31;1;SELF IT ACADEMIAS HOLDING S.A.;63790395;0;63790395;0;0;0
23.041.875/0001-37;2021-12-31;1;ALMACENES ÉXITO S.A.;448240151;0;448240151;635835;0;635835
23.096.269/0001-19;2021-12-31;1;RIO PARANA ENERGIA S.A.;7014326211;0;7014326211;0;0;0
23.236.821/0001-27;2021-12-31;2;PATRIMAR ENGENHARIA S.A.;56026;0;56026;0;0;0
23.373.000/0001-32;2021-12-31;1;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;968987970;0;968987970;8000000;0;8000000
23.438.929/0001-00;2021-12-31;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;183285;0;183285;0;0;0
23.864.409/0001-51;2021-12-31;1;HOLDING VERZANI E SANDRINI S.A.;19966;0;19966;0;0;0
24.230.275/0001-80;2021-12-31;2;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;204256000;0;204256000;2350000;0;2350000
24.396.489/0001-20;2021-12-31;3;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2646299065;0;2646299065;0;0;0
24.410.913/0001-44;2021-12-31;1;NU HOLDINGS LTD.;4609988545;0;4609988545;0;0;0
24.624.490/0001-65;2021-12-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;499811;0;499811;0;0;0
24.624.551/0001-94;2021-12-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;360549746;38155607;398705353;0;0;0
24.921.465/0001-43;2021-12-31;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;73640280;0;73640280;0;0;0
24.962.466/0001-36;2021-12-31;1;RUMO MALHA NORTE S.A.;1107698070;81714293;1189412363;0;0;0
24.990.777/0001-09;2021-12-31;1;GRUPO MATEUS S.A.;2209346079;0;2209346079;0;0;0
25.005.683/0001-09;2021-12-31;1;VERT COMPANHIA SECURITIZADORA;100000;11;100011;0;0;0
25.089.509/0001-83;2021-12-31;1;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;2513957;5;2513962;0;0;0
25.249.439/0001-83;2021-12-31;1;HOSPITAL CARE CALEDONIA S.A.;129351918;0;129351918;0;0;0
25.369.840/0001-57;2021-12-31;1;COMERC ENERGIA S.A.;243108754;0;243108754;0;0;0
26.072.786/0001-46;2021-12-31;1;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;118672;0;118672;0;0;0
26.345.998/0001-50;2021-12-31;3;TC S.A.;281647;0;281647;1989;0;1989
26.462.693/0001-28;2021-12-31;2;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;208191252;0;208191252;3143600;0;3143600
26.609.050/0001-64;2021-12-31;1;TRAVESSIA SECURITIZADORA S.A.;238;0;238;0;0;0
26.659.061/0001-59;2021-12-31;1;MPM CORPÓREOS S.A.;244235566;0;244235566;0;0;0
26.664.057/0001-89;2021-12-31;1;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;580628;0;580628;0;0;0
26.845.702/0001-60;2021-12-31;2;EQUATORIAL TRANSMISSORA 7 SPE S.A.;146857116;0;146857116;0;0;0
26.982.634/0001-80;2021-12-31;1;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;11447;0;11447;0;0;0
27.093.558/0001-15;2021-12-31;2;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;252169;0;252169;8730;0;8730
27.137.879/0001-74;2021-12-31;1;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;10;0;10;0;0;0
27.157.474/0001-06;2021-12-31;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;86579150;0;86579150;0;0;0
27.956.690/0001-03;2021-12-31;2;AUZZA SECURITIZADORA S. A.;601666;0;601666;0;0;0
27.967.244/0001-02;2021-12-31;2;EQUATORIAL TRANSMISSORA 8 SPE S.A.;171170601;0;171170601;0;0;0
28.019.100/0001-89;2021-12-31;1;VIAPAULISTA S.A.;1397784793;0;1397784793;0;0;0
28.127.603/0001-78;2021-12-31;2;BANESTES S.A. - BCO EST ESPIRITO SANTO;231065;84847;315912;0;0;0
28.152.650/0001-71;2021-12-31;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;5876;0;5876;0;0;0
28.195.667/0001-06;2021-12-31;2;BCO ABC BRASIL S.A.;113445475;112644643;226090118;0;5997557;5997557
28.201.130/0001-01;2021-12-31;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;36181674;0;36181674;0;0;0
28.442.718/0001-57;2021-12-31;1;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;1;0;1;0;0;0
28.594.234/0001-23;2021-12-31;1;AUREN ENERGIA S.A.;1985095;0;1985095;0;0;0
28.925.264/0001-75;2021-12-31;1;COMPANHIA ENERGÉTICA JAGUARA;854408805;0;854408805;0;0;0
28.942.127/0001-49;2021-12-31;1;COMPANHIA ENERGÉTICA MIRANDA;582663140;0;582663140;0;0;0
29.088.092/0001-95;2021-12-31;1;ROMAXIS SECURITIZADORA S.A.;100000;0;100000;0;0;0
29.780.061/0001-09;2021-12-31;1;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;57737;0;57737;1257;0;1257
29.894.663/0001-89;2021-12-31;1;CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS;17100;0;17100;0;0;0
29.950.060/0001-57;2021-12-31;1;NORTEC QUÍMICA S.A.;11758;119;11877;0;0;0
29.978.814/0001-87;2021-12-31;1;SUL AMERICA S.A.;640341527;637192283;1277533810;25368145;50736299;76104444
29.980.141/0001-08;2021-12-31;1;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;30000000;0;30000000;0;0;0
30.213.493/0001-09;2021-12-31;2;TEGRA INCORPORADORA S.A.;570071893;0;570071893;0;0;0
30.219.233/0001-40;2021-12-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL;10000;0;10000;0;0;0
30.306.294/0001-45;2021-12-31;3;BCO BTG PACTUAL S.A.;7244165568;4261954360;11506119928;0;0;0
30.418.658/0001-89;2021-12-31;1;COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS;10000;0;10000;0;0;0
30.540.991/0001-66;2021-12-31;1;HAGA S.A. INDUSTRIA E COMERCIO;3966667;7933333;11900000;0;0;0
30.545.324/0001-76;2021-12-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG;10000;0;10000;0;0;0
30.723.886/0001-62;2021-12-31;2;BANCO MODAL S.A.;412566001;291633999;704200000;9143400;18286800;27430200
30.788.149/0001-48;2021-12-31;1;GUARDIAN COMPANHIA SECURITIZADORA;100000;0;100000;0;0;0
31.001.230/0001-07;2021-12-31;1;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;85600;0;85600;0;0;0
31.468.139/0001-98;2021-12-31;1;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;20;0;20;0;0;0
31.553.627/0001-01;2021-12-31;1;MOBLY S.A.;106490;0;106490;0;0;0
31.701.408/0001-14;2021-12-31;1;ATHENA SAÚDE BRASIL SA;420384757;0;420384757;0;0;0
31.748.174/0001-60;2021-12-31;1;VERO S.A.;85052673;0;85052673;0;0;0
31.907.982/0001-23;2021-12-31;1;FILADÉLFIA SECURITIZADORA S/A;53650;0;53650;0;0;0
32.161.500/0001-00;2021-12-31;1;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;1188456196;0;1188456196;0;0;0
32.372.085/0001-25;2021-12-31;1;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;10000;0;10000;0;0;0
32.681.371/0001-72;2021-12-31;1;VIX LOGÍSTICA S.A.;84706;0;84706;0;0;0
32.770.457/0001-71;2021-12-31;1;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;10000;0;10000;0;0;0
32.785.497/0001-97;2021-12-31;1;NATURA &CO HOLDING S.A.;1379585;0;1379585;4900;0;4900
33.000.167/0001-01;2021-12-31;1;PETROLEO BRASILEIRO S.A. PETROBRAS;7442454142;5602042788;13044496930;222760;72909;295669
33.035.536/0001-00;2021-12-31;1;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;105203815;0;105203815;0;0;0
33.040.601/0001-87;2021-12-31;1;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;10180;7830;18010;0;0;0
33.041.260/0652-90;2021-12-31;1;GRUPO CASAS BAHIA S.A.;1598426;0;1598426;2294;0;2294
33.042.730/0001-04;2021-12-31;1;CIA SIDERURGICA NACIONAL;1387524047;0;1387524047;45790000;0;45790000
33.050.071/0001-58;2021-12-31;1;AMPLA ENERGIA E SERVICOS S.A.;166634;0;166634;0;0;0
33.050.196/0001-88;2021-12-31;1;CIA PAULISTA DE FORCA E LUZ;880653030;0;880653030;1;0;1
33.102.476/0001-92;2021-12-31;1;MONTEIRO ARANHA S.A.;12251221;0;12251221;0;0;0
33.111.246/0001-90;2021-12-31;1;TECNOSOLO ENGENHARIA S.A. - EMPRESA FALIDA;2353;4267;6620;0;0;0
33.113.309/0001-47;2021-12-31;2;VALID SOLUÇÕES S.A.;82070387;0;82070387;2357358;0;2357358
33.130.691/0001-05;2021-12-31;1;WILSON SONS S.A.;72859960;0;72859960;0;0;0
33.200.049/0001-47;2021-12-31;1;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;10478;7894;18372;0;0;0
33.228.024/0001-51;2021-12-31;1;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;16571220;19843450;36414670;0;0;0
33.256.439/0001-39;2021-12-31;2;ULTRAPAR PARTICIPACOES S.A.;1115107683;0;1115107683;23756393;0;23756393
33.352.394/0001-04;2021-12-31;1;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;629071608;0;629071608;0;0;0
33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;1267890331;1;1267890332;12603800;0;12603800
33.386.210/0001-19;2021-12-31;2;SONDOTECNICA ENGENHARIA SOLOS S.A.;856;1602;2458;0;27;27
33.412.081/0001-96;2021-12-31;2;REFINARIA DE PETROLEOS MANGUINHOS S.A.;67692;0;67692;7;0;7
33.453.598/0001-23;2021-03-31;1;RAÍZEN S.A.;1661418472;81997058;1743415530;0;0;0
33.467.572/0001-34;2021-12-31;1;TEKNO S.A. - INDUSTRIA E COMERCIO;1587;1361;2948;0;0;0
33.541.368/0001-16;2021-12-31;1;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;54151;1754;55905;0;0;0
33.572.408/0001-97;2021-12-31;1;RUMO MALHA CENTRAL S.A.;4470908744;0;4470908744;0;0;0
33.592.510/0001-54;2021-12-31;1;VALE S.A.;5132458;0;5132458;292841;0;292841
33.611.500/0001-19;2021-12-31;1;GERDAU S.A.;573627483;1146031245;1719658728;1697538;12214344;13911882
33.679.797/0001-54;2021-12-31;1;PJBANK SECURITIZADORA S.A.;100000;0;100000;0;0;0
33.839.910/0001-11;2021-12-31;1;VIVARA PARTICIPAÇÕES S.A.;236917769;0;236917769;0;0;0
33.938.119/0001-69;2021-12-31;2;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;259638;0;259638;12206;0;12206
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;33007970;61424902;94432872;0;30100;30100
34.169.557/0001-72;2021-12-31;1;BCO MERCANTIL DE INVESTIMENTOS S.A.;4115;710;4825;0;0;0
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;1165000;0;1165000;37390;0;37390
34.469.625/0001-19;2021-12-31;2;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI;10000;0;10000;0;0;0
35.082.277/0001-95;2021-12-31;1;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A;10000;0;10000;0;0;0
35.502.310/0001-99;2021-12-31;1;CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.;365458;0;365458;0;0;0
35.522.178/0001-87;2021-12-31;1;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;10000;0;10000;0;0;0
35.522.281/0001-27;2021-12-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS;10000;0;10000;0;0;0
35.593.905/0001-05;2021-12-31;1;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;622407;0;622407;0;0;0
35.727.157/0001-06;2021-12-31;1;EZ INC INCORPORAÇÕES S.A.;200000000;0;200000000;0;0;0
35.791.391/0001-94;2021-12-31;2;QUALITY SOFTWARE S.A.;861605;0;861605;0;0;0
35.980.592/0001-30;2021-12-31;1;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;10948437;0;10948437;0;0;0
36.146.575/0001-64;2021-12-31;1;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;969857;0;969857;0;0;0
36.243.187/0001-00;2021-12-31;1;TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II;10000;0;10000;0;0;0
36.542.025/0001-64;2021-12-31;2;BRQ SOLUCOES EM INFORMATICA S.A.;133186083;0;133186083;382173;0;382173
36.729.398/0001-49;2021-12-31;1;CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II;10000;0;10000;0;0;0
36.763.716/0001-98;2021-12-31;1;CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A.;991031991;0;991031991;0;0;0
37.368.315/0001-04;2021-12-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5;5000;0;5000;0;0;0
37.592.100/0001-64;2021-12-31;1;MISSISSIPI SECURITIZADORA S/A;10000;0;10000;0;0;0
37.663.076/0001-07;2021-12-31;3;AUREN PARTICIPAÇÕES S.A.;492106495;0;492106495;0;0;0
37.702.340/0001-74;2021-06-30;1;MONTE RODOVIAS S.A.;471064376;0;471064376;0;0;0
37.702.340/0001-74;2021-12-31;2;MONTE RODOVIAS S.A.;472264376;0;472264376;0;0;0
38.042.694/0001-00;2021-12-31;2;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;500;0;500;0;0;0
38.126.888/0001-86;2021-12-31;1;RIO ENERGY PARTICIPAÇÕES S.A.;701219748;0;701219748;0;0;0
38.199.406/0001-18;2021-12-31;1;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;46000;0;46000;0;0;0
38.307.135/0001-77;2021-12-31;2;G2D INVESTMENTS, LTD.;73128538;32151313;105279851;0;0;0
38.456.921/0001-36;2021-12-31;2;INFRACOMMERCE CXAAS S.A.;278256540;0;278256540;0;0;0
38.482.780/0001-26;2021-12-31;1;ANEMUS WIND HOLDING S.A.;197000063;0;197000063;0;0;0
38.543.489/0001-10;2021-12-31;1;AMAZONE FUN PARKS S.A.;100000;0;100000;0;0;0
39.115.514/0001-28;2021-12-31;1;RUMO MALHA OESTE S.A.;459057998;19402076;478460074;0;0;0
39.346.861/0350-38;2021-12-31;1;CENCOSUD BRASIL COMERCIAL S.A.;6801464243;0;6801464243;0;0;0
39.580.673/0001-01;2021-12-31;1;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;683598688;0;683598688;0;0;0
39.881.421/0001-04;2021-12-31;1;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;9491023;145543;9636566;0;0;0
40.159.947/0001-64;2021-12-31;4;HMOBI PARTICIPAÇÕES S.A.;1834130255;0;1834130255;0;0;0
40.337.136/0001-06;2021-12-31;1;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;96227;0;96227;0;0;0
40.446.476/0001-75;2021-03-31;1;PLAYBANCO SECURITIZADORA S.A.;10000;0;10000;0;0;0
40.446.476/0001-75;2021-12-31;1;PLAYBANCO SECURITIZADORA S.A.;220;0;220;0;0;0
40.480.481/0001-02;2021-12-31;1;RIO ALTO STL HOLDING I S.A.;48000000;0;48000000;0;0;0
40.593.395/0001-06;2021-12-31;1;IFIN PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
40.760.921/0001-77;2021-12-31;1;HUMAITA SECURITIZADORA S/A;10000;0;10000;0;0;0
40.885.785/0001-41;2021-12-31;1;CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;10000;0;10000;0;0;0
40.997.635/0001-20;2021-03-31;1;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;500;0;500;0;0;0
40.997.635/0001-20;2021-12-31;2;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;500;0;500;0;0;0
41.052.420/0001-07;2021-12-31;1;SOLAR BEBIDAS S.A.;1879814828;0;1879814828;0;0;0
41.096.674/0001-19;2021-12-31;1;CANTU STORE S.A.;100500;0;100500;0;0;0
41.335.131/0001-07;2021-12-31;1;MOTTU I S.A;5000;0;5000;0;0;0
41.508.382/0001-46;2021-12-31;1;RODOVIAS DO BRASIL HOLDING S.A.;927070207;0;927070207;0;0;0
41.534.746/0001-62;2021-12-31;1;CERES SECURITIZADORA S/A;10000;0;10000;0;0;0
41.811.375/0001-19;2021-12-31;1;CANAL COMPANHIA DE SECURITIZAÇÃO;66100;0;66100;0;0;0
41.886.692/0001-02;2021-12-31;1;CONCESSIONARIA ROTA DE SANTA MARIA S.A;75000000;0;75000000;0;0;0
42.150.391/0001-70;2021-12-31;1;BRASKEM S.A.;451668652;345539182;797207834;0;902166;902166
42.233.757/0001-75;2021-12-31;1;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;1000;0;1000;0;0;0
42.278.291/0001-24;2021-12-31;1;LOG-IN LOGISTICA INTERMODAL S.A.;105841152;0;105841152;1218772;0;1218772
42.278.473/0001-03;2021-12-31;1;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;159907282;0;159907282;0;0;0
42.310.775/0001-03;2021-07-31;1;ÁGUAS DO RIO 1 SPE S.A.;56438395;358920470;415358865;0;0;0
42.310.775/0001-03;2021-12-31;1;ÁGUAS DO RIO 1 SPE S.A.;56438395;403311595;459749990;0;0;0
42.331.462/0001-31;2021-12-31;1;EMBPAR PARTICIPAÇÕES S/A;14860;0;14860;0;0;0
42.353.180/0001-35;2021-12-31;1;IGUÁ RIO DE JANEIRO S.A.;510001;0;510001;0;0;0
42.500.384/0001-51;2021-12-31;4;SERENA ENERGIA S.A.;555114291;0;555114291;0;0;0
42.603.513/0001-37;2021-12-31;1;TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.;1000;0;1000;0;0;0
42.644.220/0001-06;2021-07-31;1;ÁGUAS DO RIO 4 SPE S.A.;79440239;505200895;584641134;0;0;0
42.644.220/0001-06;2021-12-31;1;ÁGUAS DO RIO 4 SPE S.A.;79440239;583456419;662896658;0;0;0
42.737.954/0001-21;2021-12-31;1;INTER & CO, INC.;228521790;37718654;266240444;0;0;0
42.737.954/0001-21;2021-12-31;2;INTER & CO, INC.;228521790;37718654;266240444;0;0;0
42.771.949/0001-35;2021-12-31;1;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;118292816;0;118292816;596208;0;596208
42.937.550/0001-81;2021-12-31;1;VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;5000;0;5000;0;0;0
42.938.083/0001-04;2021-12-31;1;VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;5000;0;5000;0;0;0
42.945.876/0001-50;2021-12-31;1;VERT-10 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;5000;0;5000;0;0;0
43.185.362/0001-07;2021-12-31;1;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;12504967;0;12504967;0;0;0
43.283.811/0001-50;2021-12-31;2;KALUNGA S.A;500000000;0;500000000;0;0;0
43.335.774/0001-86;2021-12-31;1;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;500;0;500;0;0;0
43.470.988/0001-65;2021-12-31;1;EVEN CONSTRUTORA E INCORPORADORA S.A.;212000000;0;212000000;7834267;0;7834267
43.776.517/0001-80;2021-12-31;1;CIA SANEAMENTO BASICO EST SAO PAULO;683509869;0;683509869;0;0;0
43.948.405/0001-69;2021-12-31;1;LUPO S.A.;197593686;0;197593686;0;0;0
44.067.725/0001-72;2021-12-31;1;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;10000;0;10000;0;0;0
45.242.914/0001-05;2021-12-31;1;C&A MODAS S.A.;308245068;0;308245068;214500;0;214500
45.365.558/0001-09;2021-12-31;2;VITTIA S.A.;143049107;0;143049107;0;0;0
45.453.214/0001-51;2021-12-31;1;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;123813;0;123813;1202;0;1202
45.987.245/0001-92;2021-12-31;1;BAHEMA EDUCAÇÃO S.A.;16352035;0;16352035;0;0;0
46.119.855/0001-37;2021-12-31;1;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;453185;0;453185;0;0;0
47.508.411/0001-56;2021-12-31;1;CIA BRASILEIRA DE DISTRIBUICAO;269376;0;269376;160;0;160
